NOMBRE_EVENTO,FECHA_EVENTO,COMUNIDAD,DIA_SEMANA,MES,SEMANA,NUM_INSCRITAS,NUM_PAGOS,NUM_ASISTENCIAS,TOTAL_RECAUDADO,EVENTO_GRATUITO,TIPO_EVENTO,COSTE_ESTIMADO,BENEFICIO_ESTIMADO
Sisterhood Free 18,2021-02-01,ELCHE,Monday,2,5,29,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 19,2021-02-01,ELCHE,Monday,2,5,27,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 20,2021-02-01,ELCHE,Monday,2,5,46,42,42,759.78,False,pago,100.97,658.81
Sisterhood Free 21,2021-03-01,GIRONA,Monday,3,9,31,0,29,0.0,True,gratuito,0.0,0.0
Sisterhood Free 22,2021-03-01,GIRONA,Monday,3,9,28,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 23,2021-03-01,GIRONA,Monday,3,9,28,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 24,2021-03-01,GIRONA,Monday,3,9,23,0,20,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 25,2021-03-01,GIRONA,Monday,3,9,50,47,47,571.0500000000001,False,pago,214.52,356.5300000000001
Sisterhood Free 26,2021-03-01,ELCHE,Monday,3,9,26,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 27,2021-03-01,ELCHE,Monday,3,9,22,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Free 28,2021-03-01,ELCHE,Monday,3,9,30,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 29,2021-03-01,ELCHE,Monday,3,9,24,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 30,2021-03-01,ELCHE,Monday,3,9,52,48,48,886.56,False,pago,190.56,696.0
Sisterhood Free 31,2021-04-01,GIRONA,Thursday,4,13,24,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Free 32,2021-04-01,GIRONA,Thursday,4,13,34,0,30,0.0,True,gratuito,0.0,0.0
Sisterhood Free 33,2021-04-01,GIRONA,Thursday,4,13,29,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 34,2021-04-01,GIRONA,Thursday,4,13,22,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 35,2021-04-01,GIRONA,Thursday,4,13,59,54,54,582.66,False,pago,143.98,438.67999999999995
Sisterhood Free 36,2021-04-01,ELCHE,Thursday,4,13,26,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Free 37,2021-04-01,ELCHE,Thursday,4,13,28,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 38,2021-04-01,ELCHE,Thursday,4,13,24,0,19,0.0,True,gratuito,0.0,0.0
Sisterhood Free 39,2021-04-01,ELCHE,Thursday,4,13,23,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 40,2021-04-01,ELCHE,Thursday,4,13,57,50,50,535.0,False,pago,199.19,335.81
Sisterhood Free 41,2021-05-01,GIRONA,Saturday,5,17,30,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 42,2021-05-01,GIRONA,Saturday,5,17,26,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 43,2021-05-01,GIRONA,Saturday,5,17,26,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 44,2021-05-01,GIRONA,Saturday,5,17,25,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 45,2021-05-01,GIRONA,Saturday,5,17,47,42,42,536.76,False,pago,195.35,341.40999999999997
Sisterhood Free 46,2021-05-01,ELCHE,Saturday,5,17,25,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 47,2021-05-01,ELCHE,Saturday,5,17,25,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Free 48,2021-05-01,ELCHE,Saturday,5,17,31,0,28,0.0,True,gratuito,0.0,0.0
Sisterhood Free 49,2021-05-01,ELCHE,Saturday,5,17,29,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 50,2021-05-01,ELCHE,Saturday,5,17,44,41,41,684.6999999999999,False,pago,205.27,479.42999999999995
Sisterhood Free 51,2021-06-01,GIRONA,Tuesday,6,22,26,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 52,2021-06-01,GIRONA,Tuesday,6,22,28,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Free 53,2021-06-01,GIRONA,Tuesday,6,22,24,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 54,2021-06-01,GIRONA,Tuesday,6,22,31,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 55,2021-06-01,GIRONA,Tuesday,6,22,62,55,55,684.75,False,pago,169.34,515.41
Sisterhood Free 56,2021-06-01,ELCHE,Tuesday,6,22,30,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 57,2021-06-01,ELCHE,Tuesday,6,22,27,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 58,2021-06-01,ELCHE,Tuesday,6,22,26,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 59,2021-06-01,ELCHE,Tuesday,6,22,28,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 60,2021-06-01,ELCHE,Tuesday,6,22,62,54,54,954.72,False,pago,108.39,846.33
Sisterhood Free 61,2021-07-01,GIRONA,Thursday,7,26,24,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Free 62,2021-07-01,GIRONA,Thursday,7,26,27,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 63,2021-07-01,GIRONA,Thursday,7,26,25,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Free 64,2021-07-01,GIRONA,Thursday,7,26,24,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 65,2021-07-01,GIRONA,Thursday,7,26,56,54,54,653.9399999999999,False,pago,241.44,412.49999999999994
Sisterhood Free 66,2021-07-01,ELCHE,Thursday,7,26,32,0,29,0.0,True,gratuito,0.0,0.0
Sisterhood Free 67,2021-07-01,ELCHE,Thursday,7,26,26,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 68,2021-07-01,ELCHE,Thursday,7,26,32,0,28,0.0,True,gratuito,0.0,0.0
Sisterhood Free 69,2021-07-01,ELCHE,Thursday,7,26,30,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 70,2021-07-01,ELCHE,Thursday,7,26,53,46,46,671.14,False,pago,139.73,531.41
Sisterhood Free 71,2021-08-01,GIRONA,Sunday,8,31,28,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 72,2021-08-01,GIRONA,Sunday,8,31,34,0,29,0.0,True,gratuito,0.0,0.0
Sisterhood Free 73,2021-08-01,GIRONA,Sunday,8,31,29,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 74,2021-08-01,GIRONA,Sunday,8,31,32,0,29,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 75,2021-08-01,GIRONA,Sunday,8,31,43,36,36,570.6,False,pago,234.67,335.93000000000006
Sisterhood Free 76,2021-08-01,ELCHE,Sunday,8,31,31,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 77,2021-08-01,ELCHE,Sunday,8,31,28,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 78,2021-08-01,ELCHE,Sunday,8,31,26,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 79,2021-08-01,ELCHE,Sunday,8,31,27,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 80,2021-08-01,ELCHE,Sunday,8,31,46,40,40,597.6,False,pago,213.37,384.23
Sisterhood Free 81,2021-09-01,GIRONA,Wednesday,9,35,25,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 82,2021-09-01,GIRONA,Wednesday,9,35,28,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 83,2021-09-01,GIRONA,Wednesday,9,35,31,0,29,0.0,True,gratuito,0.0,0.0
Sisterhood Free 84,2021-09-01,GIRONA,Wednesday,9,35,27,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 85,2021-09-01,GIRONA,Wednesday,9,35,51,45,45,478.8,False,pago,157.24,321.56
Sisterhood Free 86,2021-09-01,ELCHE,Wednesday,9,35,27,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Free 87,2021-09-01,ELCHE,Wednesday,9,35,32,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 88,2021-09-01,ELCHE,Wednesday,9,35,28,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 89,2021-09-01,ELCHE,Wednesday,9,35,28,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 90,2021-09-01,ELCHE,Wednesday,9,35,60,52,52,1009.8400000000001,False,pago,202.04,807.8000000000002
Sisterhood Free 91,2021-10-01,GIRONA,Friday,10,39,26,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 92,2021-10-01,GIRONA,Friday,10,39,32,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 93,2021-10-01,GIRONA,Friday,10,39,25,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 94,2021-10-01,GIRONA,Friday,10,39,27,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 95,2021-10-01,GIRONA,Friday,10,39,50,48,48,621.12,False,pago,123.72,497.4
Sisterhood Free 96,2021-10-01,ELCHE,Friday,10,39,21,0,20,0.0,True,gratuito,0.0,0.0
Sisterhood Free 97,2021-10-01,ELCHE,Friday,10,39,28,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 98,2021-10-01,ELCHE,Friday,10,39,30,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 99,2021-10-01,ELCHE,Friday,10,39,27,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 100,2021-10-01,ELCHE,Friday,10,39,54,48,48,918.24,False,pago,230.58,687.66
Sisterhood Free 101,2021-11-01,GIRONA,Monday,11,44,23,0,20,0.0,True,gratuito,0.0,0.0
Sisterhood Free 102,2021-11-01,GIRONA,Monday,11,44,28,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Free 103,2021-11-01,GIRONA,Monday,11,44,28,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Free 104,2021-11-01,GIRONA,Monday,11,44,24,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 105,2021-11-01,GIRONA,Monday,11,44,52,49,49,673.26,False,pago,124.23,549.03
Sisterhood Free 106,2021-11-01,ELCHE,Monday,11,44,31,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 107,2021-11-01,ELCHE,Monday,11,44,31,0,30,0.0,True,gratuito,0.0,0.0
Sisterhood Free 108,2021-11-01,ELCHE,Monday,11,44,30,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 109,2021-11-01,ELCHE,Monday,11,44,28,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 110,2021-11-01,ELCHE,Monday,11,44,54,49,49,499.31,False,pago,239.36,259.95
Sisterhood Free 111,2021-12-01,GIRONA,Wednesday,12,48,22,0,19,0.0,True,gratuito,0.0,0.0
Sisterhood Free 112,2021-12-01,GIRONA,Wednesday,12,48,26,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 113,2021-12-01,GIRONA,Wednesday,12,48,26,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 114,2021-12-01,GIRONA,Wednesday,12,48,34,0,32,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 115,2021-12-01,GIRONA,Wednesday,12,48,55,49,49,954.03,False,pago,112.85,841.18
Sisterhood Free 116,2021-12-01,ELCHE,Wednesday,12,48,29,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 117,2021-12-01,ELCHE,Wednesday,12,48,25,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 118,2021-12-01,ELCHE,Wednesday,12,48,26,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Free 119,2021-12-01,ELCHE,Wednesday,12,48,30,0,28,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 120,2021-12-01,ELCHE,Wednesday,12,48,56,53,53,879.8000000000001,False,pago,242.03,637.7700000000001
Sisterhood Free 121,2022-01-01,GIRONA,Saturday,1,0,29,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 122,2022-01-01,GIRONA,Saturday,1,0,25,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 123,2022-01-01,GIRONA,Saturday,1,0,34,0,29,0.0,True,gratuito,0.0,0.0
Sisterhood Free 124,2022-01-01,GIRONA,Saturday,1,0,25,0,20,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 125,2022-01-01,GIRONA,Saturday,1,0,57,52,52,1021.28,False,pago,239.34,781.9399999999999
Sisterhood Free 126,2022-01-01,ELCHE,Saturday,1,0,33,0,31,0.0,True,gratuito,0.0,0.0
Sisterhood Free 127,2022-01-01,ELCHE,Saturday,1,0,25,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 128,2022-01-01,ELCHE,Saturday,1,0,27,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Free 129,2022-01-01,ELCHE,Saturday,1,0,28,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 130,2022-01-01,ELCHE,Saturday,1,0,52,47,47,893.0,False,pago,167.72,725.28
Sisterhood Free 131,2022-02-01,GIRONA,Tuesday,2,5,22,0,20,0.0,True,gratuito,0.0,0.0
Sisterhood Free 132,2022-02-01,GIRONA,Tuesday,2,5,27,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 133,2022-02-01,GIRONA,Tuesday,2,5,22,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Free 134,2022-02-01,GIRONA,Tuesday,2,5,29,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 135,2022-02-01,GIRONA,Tuesday,2,5,47,45,45,714.6,False,pago,134.52,580.08
Sisterhood Free 136,2022-02-01,ELCHE,Tuesday,2,5,31,0,29,0.0,True,gratuito,0.0,0.0
Sisterhood Free 137,2022-02-01,ELCHE,Tuesday,2,5,23,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 138,2022-02-01,ELCHE,Tuesday,2,5,25,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 139,2022-02-01,ELCHE,Tuesday,2,5,28,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 140,2022-02-01,ELCHE,Tuesday,2,5,46,43,43,458.81,False,pago,104.71,354.1
Sisterhood Free 141,2022-03-01,GIRONA,Tuesday,3,9,28,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 142,2022-03-01,GIRONA,Tuesday,3,9,29,0,28,0.0,True,gratuito,0.0,0.0
Sisterhood Free 143,2022-03-01,GIRONA,Tuesday,3,9,25,0,20,0.0,True,gratuito,0.0,0.0
Sisterhood Free 144,2022-03-01,GIRONA,Tuesday,3,9,27,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 145,2022-03-01,GIRONA,Tuesday,3,9,55,51,51,851.19,False,pago,132.14,719.0500000000001
Sisterhood Free 146,2022-03-01,ELCHE,Tuesday,3,9,29,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 147,2022-03-01,ELCHE,Tuesday,3,9,26,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Free 148,2022-03-01,ELCHE,Tuesday,3,9,26,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Free 149,2022-03-01,ELCHE,Tuesday,3,9,30,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 150,2022-03-01,ELCHE,Tuesday,3,9,54,51,51,910.35,False,pago,221.12,689.23
Sisterhood Free 151,2022-04-01,GIRONA,Friday,4,13,27,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 152,2022-04-01,GIRONA,Friday,4,13,27,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 153,2022-04-01,GIRONA,Friday,4,13,23,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 154,2022-04-01,GIRONA,Friday,4,13,29,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 155,2022-04-01,GIRONA,Friday,4,13,55,51,51,726.24,False,pago,170.05,556.19
Sisterhood Free 156,2022-04-01,ELCHE,Friday,4,13,23,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 157,2022-04-01,ELCHE,Friday,4,13,31,0,30,0.0,True,gratuito,0.0,0.0
Sisterhood Free 158,2022-04-01,ELCHE,Friday,4,13,27,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 159,2022-04-01,ELCHE,Friday,4,13,25,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 160,2022-04-01,ELCHE,Friday,4,13,60,53,53,709.6700000000001,False,pago,229.25,480.4200000000001
Sisterhood Free 161,2022-05-01,GIRONA,Sunday,5,18,24,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 162,2022-05-01,GIRONA,Sunday,5,18,29,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 163,2022-05-01,GIRONA,Sunday,5,18,30,0,28,0.0,True,gratuito,0.0,0.0
Sisterhood Free 164,2022-05-01,GIRONA,Sunday,5,18,27,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 165,2022-05-01,GIRONA,Sunday,5,18,59,54,54,615.6,False,pago,127.52,488.08000000000004
Sisterhood Free 166,2022-05-01,ELCHE,Sunday,5,18,30,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 167,2022-05-01,ELCHE,Sunday,5,18,29,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 168,2022-05-01,ELCHE,Sunday,5,18,31,0,30,0.0,True,gratuito,0.0,0.0
Sisterhood Free 169,2022-05-01,ELCHE,Sunday,5,18,28,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 170,2022-05-01,ELCHE,Sunday,5,18,54,46,46,856.06,False,pago,182.55,673.51
Sisterhood Free 171,2022-06-01,GIRONA,Wednesday,6,22,23,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 172,2022-06-01,GIRONA,Wednesday,6,22,27,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 173,2022-06-01,GIRONA,Wednesday,6,22,25,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 174,2022-06-01,GIRONA,Wednesday,6,22,27,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 175,2022-06-01,GIRONA,Wednesday,6,22,59,51,51,942.9899999999999,False,pago,124.95,818.0399999999998
Sisterhood Free 176,2022-06-01,ELCHE,Wednesday,6,22,31,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 177,2022-06-01,ELCHE,Wednesday,6,22,29,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 178,2022-06-01,ELCHE,Wednesday,6,22,31,0,29,0.0,True,gratuito,0.0,0.0
Sisterhood Free 179,2022-06-01,ELCHE,Wednesday,6,22,28,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 180,2022-06-01,ELCHE,Wednesday,6,22,65,63,63,733.95,False,pago,100.32,633.6300000000001
Sisterhood Free 181,2022-07-01,GIRONA,Friday,7,26,30,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 182,2022-07-01,GIRONA,Friday,7,26,25,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 183,2022-07-01,GIRONA,Friday,7,26,25,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Free 184,2022-07-01,GIRONA,Friday,7,26,29,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 185,2022-07-01,GIRONA,Friday,7,26,53,48,48,814.56,False,pago,209.58,604.9799999999999
Sisterhood Free 186,2022-07-01,ELCHE,Friday,7,26,32,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 187,2022-07-01,ELCHE,Friday,7,26,30,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 188,2022-07-01,ELCHE,Friday,7,26,26,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 189,2022-07-01,ELCHE,Friday,7,26,24,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 190,2022-07-01,ELCHE,Friday,7,26,46,42,42,511.56,False,pago,108.77,402.79
Sisterhood Free 191,2022-08-01,GIRONA,Monday,8,31,28,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Free 192,2022-08-01,GIRONA,Monday,8,31,28,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 193,2022-08-01,GIRONA,Monday,8,31,28,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 194,2022-08-01,GIRONA,Monday,8,31,22,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 195,2022-08-01,GIRONA,Monday,8,31,52,50,50,792.0,False,pago,175.43,616.5699999999999
Sisterhood Free 196,2022-08-01,ELCHE,Monday,8,31,31,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 197,2022-08-01,ELCHE,Monday,8,31,24,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 198,2022-08-01,ELCHE,Monday,8,31,26,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 199,2022-08-01,ELCHE,Monday,8,31,30,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 200,2022-08-01,ELCHE,Monday,8,31,46,44,44,814.44,False,pago,110.28,704.1600000000001
Sisterhood Free 201,2022-09-01,GIRONA,Thursday,9,35,27,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 202,2022-09-01,GIRONA,Thursday,9,35,28,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 203,2022-09-01,GIRONA,Thursday,9,35,32,0,28,0.0,True,gratuito,0.0,0.0
Sisterhood Free 204,2022-09-01,GIRONA,Thursday,9,35,29,0,28,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 205,2022-09-01,GIRONA,Thursday,9,35,49,43,43,535.7800000000001,False,pago,189.18,346.6000000000001
Sisterhood Free 206,2022-09-01,ELCHE,Thursday,9,35,27,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 207,2022-09-01,ELCHE,Thursday,9,35,27,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 208,2022-09-01,ELCHE,Thursday,9,35,30,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 209,2022-09-01,ELCHE,Thursday,9,35,31,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 210,2022-09-01,ELCHE,Thursday,9,35,75,69,69,1050.8700000000001,False,pago,240.21,810.6600000000001
Sisterhood Free 211,2022-10-01,GIRONA,Saturday,10,39,28,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Free 212,2022-10-01,GIRONA,Saturday,10,39,31,0,28,0.0,True,gratuito,0.0,0.0
Sisterhood Free 213,2022-10-01,GIRONA,Saturday,10,39,29,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 214,2022-10-01,GIRONA,Saturday,10,39,29,0,26,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 215,2022-10-01,GIRONA,Saturday,10,39,53,48,48,542.88,False,pago,196.83,346.04999999999995
Sisterhood Free 216,2022-10-01,ELCHE,Saturday,10,39,31,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 217,2022-10-01,ELCHE,Saturday,10,39,25,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 218,2022-10-01,ELCHE,Saturday,10,39,25,0,24,0.0,True,gratuito,0.0,0.0
Sisterhood Free 219,2022-10-01,ELCHE,Saturday,10,39,24,0,23,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 220,2022-10-01,ELCHE,Saturday,10,39,55,50,50,810.5,False,pago,184.45,626.05
Sisterhood Free 221,2022-11-01,GIRONA,Tuesday,11,44,32,0,31,0.0,True,gratuito,0.0,0.0
Sisterhood Free 222,2022-11-01,GIRONA,Tuesday,11,44,20,0,19,0.0,True,gratuito,0.0,0.0
Sisterhood Free 223,2022-11-01,GIRONA,Tuesday,11,44,32,0,27,0.0,True,gratuito,0.0,0.0
Sisterhood Free 224,2022-11-01,GIRONA,Tuesday,11,44,22,0,20,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 225,2022-11-01,GIRONA,Tuesday,11,44,53,47,47,594.5500000000001,False,pago,239.99,354.56000000000006
Sisterhood Free 226,2022-11-01,ELCHE,Tuesday,11,44,29,0,28,0.0,True,gratuito,0.0,0.0
Sisterhood Free 227,2022-11-01,ELCHE,Tuesday,11,44,27,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 228,2022-11-01,ELCHE,Tuesday,11,44,24,0,21,0.0,True,gratuito,0.0,0.0
Sisterhood Free 229,2022-11-01,ELCHE,Tuesday,11,44,25,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Premium 230,2022-11-01,ELCHE,Tuesday,11,44,56,53,53,762.14,False,pago,181.48,580.66
Sisterhood Free 231,2022-12-01,GIRONA,Thursday,12,48,25,0,22,0.0,True,gratuito,0.0,0.0
Sisterhood Free 232,2022-12-01,GIRONA,Thursday,12,48,30,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 233,2022-12-01,GIRONA,Thursday,12,48,30,0,25,0.0,True,gratuito,0.0,0.0
Sisterhood Free 234,2022-12-01,GIRONA,Thursday,12,48,24,0,23,0.0,True,gratuito,0.0,0.0
