NOMBRE_EVENTO,FECHA_EVENTO,COMUNIDAD,ARCHIVO_ORIGEN,NUM_INSCRITAS,NUM_PAGOS,NUM_ASISTENCIAS,TOTAL_RECAUDADO,DIA_MES,SEMANA_MES_AÑO,SEMANA_DENTRO_DEL_MES,MES,DIA_SEMANA,AÑO,DIA_SEMANA_NUM,TEMPORADA,PRECIO_MEDIO,EVENTO_GRATUITO,TIPO_EVENTO,COSTE_UNITARIO,COSTE_UNITARIO_VALIDADO,COLABORACION,TIPO_ACTIVIDAD,TEMPERATURA
Els Dimecres Amb Sisterhood,2025-01-08,GIRONA,eventos_crudos_unificados.csv,16,0,16,0.0,8,2,2,1,Wednesday,2025,2,invierno,0.0,1,gratuito,,,,,11.3
Els Dimecres Amb Sisterhood,2025-01-15,GIRONA,eventos_crudos_unificados.csv,12,0,12,0.0,15,3,3,1,Wednesday,2025,2,invierno,0.0,1,gratuito,,,,,2.8
Els Dimecres Amb Sisterhood,2025-01-22,GIRONA,eventos_crudos_unificados.csv,25,0,25,0.0,22,4,4,1,Wednesday,2025,2,invierno,0.0,1,gratuito,,,,,13.3
Els Dimecres Amb Sisterhood,2025-01-29,GIRONA,eventos_crudos_unificados.csv,15,0,15,0.0,29,5,5,1,Wednesday,2025,2,invierno,0.0,1,gratuito,,,,,9.1
Els Dimecres Amb Sisterhood,2025-02-05,GIRONA,eventos_crudos_unificados.csv,18,0,18,0.0,5,6,1,2,Wednesday,2025,2,invierno,0.0,1,gratuito,,,,,7.2
Els Dimecres Amb Sisterhood,2025-02-12,GIRONA,eventos_crudos_unificados.csv,10,0,10,0.0,12,7,2,2,Wednesday,2025,2,invierno,0.0,1,gratuito,,,,,10.2
Els Dimecres Amb Sisterhood,2025-02-19,GIRONA,eventos_crudos_unificados.csv,11,0,11,0.0,19,8,3,2,Wednesday,2025,2,invierno,0.0,1,gratuito,,,,,11.4
Els Dimecres Amb Sisterhood,2025-02-26,GIRONA,eventos_crudos_unificados.csv,9,0,9,0.0,26,9,4,2,Wednesday,2025,2,invierno,0.0,1,gratuito,,,,,7.4
Els Dimecres Amb Sisterhood,2025-03-05,GIRONA,eventos_crudos_unificados.csv,11,0,11,0.0,5,10,1,3,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,9.9
Els Dimecres Amb Sisterhood,2025-03-12,GIRONA,eventos_crudos_unificados.csv,6,0,6,0.0,12,11,2,3,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,9.8
Els Dimecres Amb Sisterhood,2025-03-19,GIRONA,eventos_crudos_unificados.csv,3,0,3,0.0,19,12,3,3,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,10.7
Els Dimecres Amb Sisterhood,2025-03-26,GIRONA,eventos_crudos_unificados.csv,10,0,10,0.0,26,13,4,3,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,11.7
Els Dimecres Amb Sisterhood,2025-04-02,GIRONA,eventos_crudos_unificados.csv,5,0,5,0.0,2,14,1,4,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,12.8
Els Dimecres Amb Sisterhood,2025-04-09,GIRONA,eventos_crudos_unificados.csv,12,0,12,0.0,9,15,2,4,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,14.6
Els Dimecres Amb Sisterhood,2025-04-16,GIRONA,eventos_crudos_unificados.csv,4,0,4,0.0,16,16,3,4,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,10.8
Els Dimecres Amb Sisterhood,2025-04-30,GIRONA,eventos_crudos_unificados.csv,3,0,3,0.0,30,18,5,4,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,16.2
Els Dimecres Amb Sisterhood,2025-05-07,GIRONA,eventos_crudos_unificados.csv,5,0,5,0.0,7,19,1,5,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,12.3
Els Dimecres Amb Sisterhood,2025-05-14,GIRONA,eventos_crudos_unificados.csv,6,0,6,0.0,14,20,2,5,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,15.6
Els Dimecres Amb Sisterhood,2025-05-21,GIRONA,eventos_crudos_unificados.csv,12,0,12,0.0,21,21,3,5,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,18.2
Els Dimecres Amb Sisterhood,2025-05-28,GIRONA,eventos_crudos_unificados.csv,9,0,9,0.0,28,22,4,5,Wednesday,2025,2,primavera,0.0,1,gratuito,,,,,22.0
Els Dimecres Amb Sisterhood,2025-06-04,GIRONA,eventos_crudos_unificados.csv,5,0,5,0.0,4,23,1,6,Wednesday,2025,2,verano,0.0,1,gratuito,,,,,21.7
Lace Up Run,2025-05-22,ELCHE,eventos_crudos_unificados.csv,29,0,29,0.0,22,21,4,5,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,17.1
Los Jueves Con Sh Elche,2025-01-23,ELCHE,eventos_crudos_unificados.csv,10,0,10,0.0,23,4,4,1,Thursday,2025,3,invierno,0.0,1,gratuito,,,,,13.0
Los Jueves Con Sh Elche,2025-01-30,ELCHE,eventos_crudos_unificados.csv,10,0,10,0.0,30,5,5,1,Thursday,2025,3,invierno,0.0,1,gratuito,,,,,10.9
Los Jueves Con Sh Elche,2025-02-06,ELCHE,eventos_crudos_unificados.csv,11,0,11,0.0,6,6,1,2,Thursday,2025,3,invierno,0.0,1,gratuito,,,,,6.0
Los Jueves Con Sh Elche,2025-02-13,ELCHE,eventos_crudos_unificados.csv,12,0,12,0.0,13,7,2,2,Thursday,2025,3,invierno,0.0,1,gratuito,,,,,12.2
Los Jueves Con Sh Elche,2025-02-20,ELCHE,eventos_crudos_unificados.csv,13,0,13,0.0,20,8,3,2,Thursday,2025,3,invierno,0.0,1,gratuito,,,,,12.2
Los Jueves Con Sh Elche,2025-02-27,ELCHE,eventos_crudos_unificados.csv,11,0,11,0.0,27,9,4,2,Thursday,2025,3,invierno,0.0,1,gratuito,,,,,7.2
Los Jueves Con Sh Elche,2025-03-06,ELCHE,eventos_crudos_unificados.csv,10,0,10,0.0,6,10,1,3,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,10.6
Los Jueves Con Sh Elche,2025-03-13,ELCHE,eventos_crudos_unificados.csv,11,0,11,0.0,13,11,2,3,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,6.9
Los Jueves Con Sh Elche,2025-03-20,ELCHE,eventos_crudos_unificados.csv,9,0,9,0.0,20,12,3,3,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,11.6
Los Jueves Con Sh Elche,2025-03-27,ELCHE,eventos_crudos_unificados.csv,12,0,12,0.0,27,13,4,3,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,10.5
Los Jueves Con Sh Elche,2025-04-03,ELCHE,eventos_crudos_unificados.csv,14,0,14,0.0,3,14,1,4,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,13.3
Los Jueves Con Sh Elche,2025-04-10,ELCHE,eventos_crudos_unificados.csv,10,0,10,0.0,10,15,2,4,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,16.0
Los Jueves Con Sh Elche,2025-04-24,ELCHE,eventos_crudos_unificados.csv,8,0,8,0.0,24,17,4,4,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,15.2
Los Jueves De Sisterhood Elche,2025-05-01,ELCHE,eventos_crudos_unificados.csv,9,0,9,0.0,1,18,1,5,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,16.3
Los Jueves De Sisterhood Elche,2025-05-08,ELCHE,eventos_crudos_unificados.csv,11,0,11,0.0,8,19,2,5,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,13.1
Los Jueves De Sisterhood Elche,2025-05-15,ELCHE,eventos_crudos_unificados.csv,12,0,12,0.0,15,20,3,5,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,17.3
Los Jueves De Sisterhood Elche,2025-05-29,ELCHE,eventos_crudos_unificados.csv,12,0,12,0.0,29,22,5,5,Thursday,2025,3,primavera,0.0,1,gratuito,,,,,22.9
New Year Runbreakfast,2025-01-12,ELCHE,eventos_crudos_unificados.csv,4,4,4,28.0,12,2,2,1,Sunday,2025,6,invierno,7.0,0,pago,,,,,5.3
Planazo Pre Vacances,2024-07-21,GIRONA,eventos_crudos_unificados.csv,38,38,38,380.0,21,29,3,7,Sunday,2024,6,verano,10.0,0,pago,,,,,22.1
Pre Xmas Runbrunch Elche,2024-12-22,ELCHE,eventos_crudos_unificados.csv,19,19,19,133.0,22,51,4,12,Sunday,2024,6,invierno,7.0,0,pago,,,,,6.7
Primer Sisterhood Trail,2024-05-17,GIRONA,eventos_crudos_unificados.csv,8,0,8,0.0,17,20,3,5,Friday,2024,4,primavera,0.0,1,gratuito,,,,,15.4
Run Girobeer,2024-07-05,GIRONA,eventos_crudos_unificados.csv,13,0,13,0.0,5,27,1,7,Friday,2024,4,verano,0.0,1,gratuito,,,,,23.4
Run Pel Dia De La Dona,2024-03-10,GIRONA,eventos_crudos_unificados.csv,14,0,14,0.0,10,10,2,3,Sunday,2024,6,primavera,0.0,1,gratuito,,,,,9.9
Rundeo By Primetime I Sisterhood,2025-05-09,GIRONA,eventos_crudos_unificados.csv,64,64,64,960.0,9,19,2,5,Friday,2025,4,primavera,15.0,0,pago,,,,,15.1
Runlearn,2025-04-06,ELCHE,eventos_crudos_unificados.csv,17,17,17,255.0,6,14,1,4,Sunday,2025,6,primavera,15.0,0,pago,,,,,16.8
Runtrust,2025-03-09,ELCHE,eventos_crudos_unificados.csv,11,11,11,99.0,9,10,2,3,Sunday,2025,6,primavera,9.0,0,pago,,,,,11.7
Sisterhood Codepilates,2024-10-06,GIRONA,eventos_crudos_unificados.csv,29,29,29,435.0,6,40,1,10,Sunday,2024,6,otoño,15.0,0,pago,,,,,18.4
Sisterhood Trail,2024-06-14,GIRONA,eventos_crudos_unificados.csv,5,0,5,0.0,14,24,2,6,Friday,2024,4,verano,0.0,1,gratuito,,,,,20.4
Sisterhood X Zel Hotels,2024-06-16,GIRONA,eventos_crudos_unificados.csv,28,0,28,0.0,16,24,3,6,Sunday,2024,6,verano,0.0,1,gratuito,,,,,18.9
Sisterhood Xmas Event,2024-12-15,GIRONA,eventos_crudos_unificados.csv,14,14,14,448.0,15,50,3,12,Sunday,2024,6,invierno,32.0,0,pago,,,,,7.3
Sunday Run,2024-02-25,GIRONA,eventos_crudos_unificados.csv,10,0,10,0.0,25,8,4,2,Sunday,2024,6,invierno,0.0,1,gratuito,,,,,8.9
Sunday Run,2024-03-24,GIRONA,eventos_crudos_unificados.csv,13,0,13,0.0,24,12,4,3,Sunday,2024,6,primavera,0.0,1,gratuito,,,,,12.9
Sunday Run,2024-04-14,GIRONA,eventos_crudos_unificados.csv,18,0,18,0.0,14,15,2,4,Sunday,2024,6,primavera,0.0,1,gratuito,,,,,18.0
Sunday Run,2024-04-21,GIRONA,eventos_crudos_unificados.csv,9,0,9,0.0,21,16,3,4,Sunday,2024,6,primavera,0.0,1,gratuito,,,,,12.0
Sunday Run,2024-05-05,GIRONA,eventos_crudos_unificados.csv,3,0,3,0.0,5,18,1,5,Sunday,2024,6,primavera,0.0,1,gratuito,,,,,16.3
Sunday Run,2024-05-19,GIRONA,eventos_crudos_unificados.csv,8,0,8,0.0,19,20,3,5,Sunday,2024,6,primavera,0.0,1,gratuito,,,,,15.8
Sunday Run,2025-03-09,GIRONA,eventos_crudos_unificados.csv,36,36,36,540.0,9,10,2,3,Sunday,2025,6,primavera,15.0,0,pago,,,,,11.7
Sunday Run Emporda,2024-05-12,GIRONA,eventos_crudos_unificados.csv,23,0,23,0.0,12,19,2,5,Sunday,2024,6,primavera,0.0,1,gratuito,,,,,17.3
Sunkissed Run By Dash And Stars,2025-06-08,ELCHE,eventos_crudos_unificados.csv,18,18,18,324.0,8,23,2,6,Sunday,2025,6,verano,18.0,0,pago,,,,,20.8
